CATEGORIA;ENDPOINT;FUNCAO_JAVA;CONTROLADOR_ORIGEM;DESCRICAO_SUGERIDA
Sistema;/psec/programas/{id}/tornar-predefinido;tornarProgramaPreDefinido;ProgramaTreinoController;Realiza a ação 'tornarProgramaPreDefinido' no módulo de sistema.
Sistema;/psec/ranking;rankingAlunos;RankingController;Realiza a ação 'rankingAlunos' no módulo de sistema.
Sistema;/psec/series;cadastrarSerie;SerieController;Realiza a ação 'cadastrarSerie' no módulo de sistema.
Sistema;/psec/series/{id};removerSerie;SerieController;Realiza a ação 'removerSerie' no módulo de sistema.
Sistema;/psec/series/{id};atualizarSerie;SerieController;Realiza a ação 'atualizarSerie' no módulo de sistema.
Sistema;/psec/series/{id}/espelhar;espelharSerie;SerieController;Realiza a ação 'espelharSerie' no módulo de sistema.
Sistema;/psec/series/{id}/serieRealizada;atualizarSerieRealizada;SerieController;Realiza a ação 'atualizarSerieRealizada' no módulo de sistema.
Sistema;/psec/termo-aceite;Executar;Geral;Realiza a ação 'Executar' no módulo de sistema.
Sistema;/psec/termo-aceite;Executar;Geral;Realiza a ação 'Executar' no módulo de sistema.
Sistema;/psec/termo-aceite/assinaturas;Executar;Geral;Realiza a ação 'Executar' no módulo de sistema.
Sistema;/psec/termo-aceite/assinaturas/{codigoMatricula};Executar;Geral;Realiza a ação 'Executar' no módulo de sistema.
Sistema;/psec/termo-aceite/dd5047f18244c2a7b7a6d8c83c85999c;Executar;Geral;Realiza a ação 'Executar' no módulo de sistema.
Sistema;/psec/termo-aceite/{codigo};Executar;Geral;Realiza a ação 'Executar' no módulo de sistema.
Sistema;/psec/tipos-agendamento;cadastrarTipoAgendamento;TipoEventoController;Realiza a ação 'cadastrarTipoAgendamento' no módulo de sistema.
Sistema;/psec/tipos-agendamento;consultarTipoEvento;TipoEventoController;Realiza a ação 'consultarTipoEvento' no módulo de sistema.
Sistema;/psec/tipos-agendamento/all;listarTodosTipoaEvento;TipoEventoController;Realiza a ação 'listarTodosTipoaEvento' no módulo de sistema.
Sistema;/psec/tipos-agendamento/all-ativos-inativos;consultarTipoEventoAtivoInativo;TipoEventoController;Realiza a ação 'consultarTipoEventoAtivoInativo' no módulo de sistema.
Sistema;/psec/tipos-agendamento/{id};atualizarTipoAgendamento;TipoEventoController;Realiza a ação 'atualizarTipoAgendamento' no módulo de sistema.
Sistema;/psec/tipos-agendamento/{id};removerEvento;TipoEventoController;Realiza a ação 'removerEvento' no módulo de sistema.
Sistema;/psec/tipos-agendamento/{id};buscarTipoAgendamento;TipoEventoController;Realiza a ação 'buscarTipoAgendamento' no módulo de sistema.
Sistema;/psec/tipos-benchmark;consultarTipoBenchmark;TipoBenchmarkController;Realiza a ação 'consultarTipoBenchmark' no módulo de sistema.
Sistema;/psec/tipos-benchmark;incluirBenchmark;TipoBenchmarkController;Realiza a ação 'incluirBenchmark' no módulo de sistema.
Sistema;/psec/tipos-benchmark/all;consultarTodos;TipoBenchmarkController;Realiza a ação 'consultarTodos' no módulo de sistema.
Sistema;/psec/tipos-benchmark/{id};consultarTipoBenchmark;TipoBenchmarkController;Realiza a ação 'consultarTipoBenchmark' no módulo de sistema.
Sistema;/psec/tipos-benchmark/{id};alterarTipoBenchmark;TipoBenchmarkController;Realiza a ação 'alterarTipoBenchmark' no módulo de sistema.
Sistema;/psec/tipos-benchmark/{id};excluirTipoBenchmark;TipoBenchmarkController;Realiza a ação 'excluirTipoBenchmark' no módulo de sistema.
Sistema;/psec/tipos-wod;listarTiposWod;TiposWodController;Realiza a ação 'listarTiposWod' no módulo de sistema.
Sistema;/psec/tipos-wod;cadastrarTipoWod;TiposWodController;Realiza a ação 'cadastrarTipoWod' no módulo de sistema.
Sistema;/psec/tipos-wod/{id};removerAtividade;TiposWodController;Realiza a ação 'removerAtividade' no módulo de sistema.
Sistema;/psec/tipos-wod/{id};atualizarTipoWod;TiposWodController;Realiza a ação 'atualizarTipoWod' no módulo de sistema.
Sistema;/psec/tipos-wod/{id};buscarTiposWod;TiposWodController;Realiza a ação 'buscarTiposWod' no módulo de sistema.
Sistema;/psec/turmas;listarTurmas;TurmasController;Realiza a ação 'listarTurmas' no módulo de sistema.
Sistema;/psec/turmas/atualizar-status-ia/{codigo};atualizarStatusIATurma;TurmasController;Realiza a ação 'atualizarStatusIATurma' no módulo de sistema.
Sistema;/psec/turmas/horarioTurma/remover/{id};removerHorarioTurma;TurmasController;Realiza a ação 'removerHorarioTurma' no módulo de sistema.
Sistema;/psec/turmas/horarioTurma/validar/{id};validarHorarioTurma;TurmasController;Realiza a ação 'validarHorarioTurma' no módulo de sistema.
Sistema;/psec/turmas/horarioTurma/{turma};listarHorariosTurma;TurmasController;Realiza a ação 'listarHorariosTurma' no módulo de sistema.
Sistema;/psec/turmas/save;save;TurmasController;Realiza a ação 'save' no módulo de sistema.
Sistema;/psec/turmas/saveAmbiente;saveAmbiente;TurmasController;Realiza a ação 'saveAmbiente' no módulo de sistema.
Sistema;/psec/turmas/saveHorario;saveHorario;TurmasController;Realiza a ação 'saveHorario' no módulo de sistema.
Sistema;/psec/turmas/saveNivelTurma;saveNivelTurma;TurmasController;Realiza a ação 'saveNivelTurma' no módulo de sistema.
Sistema;/psec/turmas/saveOrUpdateHorario;saveOrUpdateHorario;TurmasController;Realiza a ação 'saveOrUpdateHorario' no módulo de sistema.
Sistema;/psec/turmas/sync-turma-mgb/{codTurma};syncTurmaMgb;TurmasController;Realiza a ação 'syncTurmaMgb' no módulo de sistema.
Sistema;/psec/turmas/update;update;TurmasController;Realiza a ação 'update' no módulo de sistema.
Sistema;/psec/turmas/updateHorario;updateHorario;TurmasController;Realiza a ação 'updateHorario' no módulo de sistema.
Sistema;/psec/turmas/{id};obterTurma;TurmasController;Realiza a ação 'obterTurma' no módulo de sistema.
Sistema;/psec/tv-gestor/acessos;acessos;TvGestorController;Realiza a ação 'acessos' no módulo de sistema.
Sistema;/psec/tv-gestor/alunos;alunos;TvGestorController;Realiza a ação 'alunos' no módulo de sistema.
Sistema;/psec/tv-gestor/bi-periodo;biPeriodo;TvGestorController;Realiza a ação 'biPeriodo' no módulo de sistema.
Sistema;/psec/tv-gestor/bi-semana-atual;biSemanaAtual;TvGestorController;Realiza a ação 'biSemanaAtual' no módulo de sistema.
Sistema;/psec/tv-gestor/filtros;filtros;TvGestorController;Realiza a ação 'filtros' no módulo de sistema.
Sistema;/psec/tv-gestor/filtros;filtros;TvGestorController;Realiza a ação 'filtros' no módulo de sistema.
Sistema;/psec/usuarios/codigo-verificacao-email/{id};alterarEmail;UsuarioController;Realiza a ação 'alterarEmail' no módulo de sistema.
Sistema;/psec/usuarios/colaboradores;cadastrarUsuarioColaborador;UsuarioController;Realiza a ação 'cadastrarUsuarioColaborador' no módulo de sistema.
Sistema;/psec/usuarios/colaboradores;listaUsuarioColaborador;UsuarioController;Realiza a ação 'listaUsuarioColaborador' no módulo de sistema.
Sistema;/psec/usuarios/colaboradores/{id};detalhesUsuarioColaborador;UsuarioController;Realiza a ação 'detalhesUsuarioColaborador' no módulo de sistema.
Sistema;/psec/usuarios/colaboradores/{id};atualizarUsuarioColaborador;UsuarioController;Realiza a ação 'atualizarUsuarioColaborador' no módulo de sistema.
Sistema;/psec/usuarios/desvincular-usuario/{id};desvincularUsuarioNovoLogin;UsuarioController;Realiza a ação 'desvincularUsuarioNovoLogin' no módulo de sistema.
Sistema;/psec/usuarios/notificarRecursoEmpresa;cadastrarUsuarioColaborador;UsuarioController;Realiza a ação 'cadastrarUsuarioColaborador' no módulo de sistema.
Sistema;/psec/usuarios/recuperar-senha/{id};recuperarSenha;UsuarioController;Realiza a ação 'recuperarSenha' no módulo de sistema.
Sistema;/psec/usuarios/solicitar-atendimento;linkAberturaChamado;UsuarioController;Realiza a ação 'linkAberturaChamado' no módulo de sistema.
Sistema;/psec/usuarios/validar-codigo-verificacao/{id};validarCodigoVerificacaoEmail;UsuarioController;Realiza a ação 'validarCodigoVerificacaoEmail' no módulo de sistema.
Sistema;/psec/validateToken;validateToken;TokenController;Realiza a ação 'validateToken' no módulo de sistema.
Sistema;/psec/validateToken/empresas;empresas;TokenController;Realiza a ação 'empresas' no módulo de sistema.
Sistema;/psec/validateToken/sec;validateTokenSec;TokenController;Realiza a ação 'validateTokenSec' no módulo de sistema.
Sistema;/psec/wods;obterListaWods;WodController;Realiza a ação 'obterListaWods' no módulo de sistema.
Sistema;/psec/wods;cadastrarWod;WodController;Realiza a ação 'cadastrarWod' no módulo de sistema.
Sistema;/psec/wods/all;listarTodosOsWods;WodController;Realiza a ação 'listarTodosOsWods' no módulo de sistema.
Sistema;/psec/wods/importar-wods-da-franqueadora;importarWodsDaFranqueadora;WodController;Realiza a ação 'importarWodsDaFranqueadora' no módulo de sistema.
Sistema;/psec/wods/wods-importados-crossfit;importarWodCrossfit;WodController;Realiza a ação 'importarWodCrossfit' no módulo de sistema.
Sistema;/psec/wods/{id};buscarWod;WodController;Realiza a ação 'buscarWod' no módulo de sistema.
Sistema;/psec/wods/{id};alterarWod;WodController;Realiza a ação 'alterarWod' no módulo de sistema.
Sistema;/psec/wods/{id};removerWod;WodController;Realiza a ação 'removerWod' no módulo de sistema.
Sistema;/replicar-empresa/configuracao/findByChaveOrigem;consultarConfiguracaoTreinoRedeEmpresa;ReplicarEmpresaController;Realiza a ação 'consultarConfiguracaoTreinoRedeEmpresa' no módulo de sistema.
Sistema;/replicar-empresa/configuracao/replicar;replicarConfiguracaoTreinoRedeEmpresa;ReplicarEmpresaController;Realiza a ação 'replicarConfiguracaoTreinoRedeEmpresa' no módulo de sistema.
Sistema;/replicar-empresa/configuracoes/saveReplica;saveReplica;ReplicarEmpresaController;Realiza a ação 'saveReplica' no módulo de sistema.
Sistema;/retiraFicha/{ctx}/buscarLogs/{codigoConfiguracaoRetiraFicha};Executar;Geral;Realiza a ação 'Executar' no módulo de sistema.
Sistema;/retiraFicha/{ctx}/buscarPorCodigo;Executar;Geral;Realiza a ação 'Executar' no módulo de sistema.
Sistema;/retiraFicha/{ctx}/gravar;Executar;Geral;Realiza a ação 'Executar' no módulo de sistema.
Sistema;/sintetico/incrementarVersaoCliente;incrementarVersaoCliente;SinteticoController;Realiza a ação 'incrementarVersaoCliente' no módulo de sistema.
Sistema;/sintetico/sincronizarUsuario;sincronizarUsuario;SinteticoController;Realiza a ação 'sincronizarUsuario' no módulo de sistema.
Sistema;/spivi/{ctx}/aula;obterAulaSpivi;SpiviJSONControle;Realiza a ação 'obterAulaSpivi' no módulo de sistema.
Sistema;/sso;consumeToken;SsoJSONControle;Realiza a ação 'consumeToken' no módulo de sistema.
Sistema;/sso/prepare;prepareSSO;SsoJSONControle;Realiza a ação 'prepareSSO' no módulo de sistema.
Sistema;/sso/refresh;refreshToken;SsoJSONControle;Realiza a ação 'refreshToken' no módulo de sistema.
Sistema;/swagger-resources;swaggerResources;ApiResourceController;Realiza a ação 'swaggerResources' no módulo de sistema.
Sistema;/swagger-resources/configuration/security;securityConfiguration;ApiResourceController;Realiza a ação 'securityConfiguration' no módulo de sistema.
Sistema;/swagger-resources/configuration/ui;uiConfiguration;ApiResourceController;Realiza a ação 'uiConfiguration' no módulo de sistema.
Sistema;/testers;get;BetaTesterJSONControle;Realiza a ação 'get' no módulo de sistema.
Sistema;/usuario/gethealth;status;UsuarioJSONControle;Realiza a ação 'status' no módulo de sistema.
Sistema;/usuario/{contexto}/consultarClientesProfessor;consultarClientesProfessor;UsuarioJSONControle;Realiza a ação 'consultarClientesProfessor' no módulo de sistema.
Sistema;/usuario/{ctx}/LsuMjJ52Q719OuRTWlcJuaS8th3y06bsyoyiPG5hJb4;consultarClienteCrypt;UsuarioJSONControle;Realiza a ação 'consultarClienteCrypt' no módulo de sistema.
Sistema;/usuario/{ctx}/alterar-perfil-usuario;alterarPerfilUsuario;UsuarioJSONControle;Realiza a ação 'alterarPerfilUsuario' no módulo de sistema.
Sistema;/usuario/{ctx}/alterar-tipotw;alterarTipoTw;UsuarioJSONControle;Realiza a ação 'alterarTipoTw' no módulo de sistema.
Sistema;/usuario/{ctx}/alterarEmail;alterarEmail;UsuarioJSONControle;Realiza a ação 'alterarEmail' no módulo de sistema.
Sistema;/usuario/{ctx}/alterarPerfil;statusAlterar;UsuarioJSONControle;Realiza a ação 'statusAlterar' no módulo de sistema.
Sistema;/usuario/{ctx}/alterarSenha;alterarSenha;UsuarioJSONControle;Realiza a ação 'alterarSenha' no módulo de sistema.
Sistema;/usuario/{ctx}/app/codigoUsuarioTreino;codigoUsuarioTreino;UsuarioJSONControle;Realiza a ação 'codigoUsuarioTreino' no módulo de sistema.
Sistema;/usuario/{ctx}/app/consultarAlunosColaborador;consultarAlunosColaboradorApp;UsuarioJSONControle;Realiza a ação 'consultarAlunosColaboradorApp' no módulo de sistema.
Sistema;/usuario/{ctx}/app/gerarUsuarioTreinoIndependente;gerarUsuarioTreinoIndepentendeApp;UsuarioJSONControle;Realiza a ação 'gerarUsuarioTreinoIndepentendeApp' no módulo de sistema.
Sistema;/usuario/{ctx}/app/obterIdentidadeDadosBasicosCelular;obterIdentidadeDadosBasicosCelularApp;UsuarioJSONControle;Realiza a ação 'obterIdentidadeDadosBasicosCelularApp' no módulo de sistema.
Sistema;/usuario/{ctx}/app/obterIdentidadeDadosBasicosEmail;obterIdentidadeDadosBasicosCelularApp;UsuarioJSONControle;Realiza a ação 'obterIdentidadeDadosBasicosCelularApp' no módulo de sistema.
Sistema;/usuario/{ctx}/app/v2/consultarAlunosColaborador;consultarAlunosColaboradorApp;UsuarioJSONControle;Realiza a ação 'consultarAlunosColaboradorApp' no módulo de sistema.
Sistema;/usuario/{ctx}/atualizarAcessoZW;atualizarAcessoZW;UsuarioJSONControle;Realiza a ação 'atualizarAcessoZW' no módulo de sistema.
Sistema;/usuario/{ctx}/bQ3jI3pM1zT1aB7mE3gC3zO6nC3nW1pF;alterarSenhaCrypt;UsuarioJSONControle;Realiza a ação 'alterarSenhaCrypt' no módulo de sistema.
Sistema;/usuario/{ctx}/c43f9f54f0594d8fea3170575dbb1617;registrarUsoAppCrypt;UsuarioJSONControle;Realiza a ação 'registrarUsoAppCrypt' no módulo de sistema.
Sistema;/usuario/{ctx}/consultarCliente;consultarCliente;UsuarioJSONControle;Realiza a ação 'consultarCliente' no módulo de sistema.
Sistema;/usuario/{ctx}/consultarClienteEmpresa;consultarClienteEmpresa;UsuarioJSONControle;Realiza a ação 'consultarClienteEmpresa' no módulo de sistema.
Sistema;/usuario/{ctx}/consultarClienteIniciaCom;consultarClienteIniciaCom;UsuarioJSONControle;Realiza a ação 'consultarClienteIniciaCom' no módulo de sistema.
Sistema;/usuario/{ctx}/corrigir-nome-usuario;corrigirNomeUsuarioPacto;UsuarioJSONControle;Realiza a ação 'corrigirNomeUsuarioPacto' no módulo de sistema.
Sistema;/usuario/{ctx}/dash;dash;UsuarioJSONControle;Realiza a ação 'dash' no módulo de sistema.
Sistema;/usuario/{ctx}/fV7iK6fA1yP8pK0bQ4hI8wW4xY8yP2tU;validarUsuarioRedeSocialCrypt;UsuarioJSONControle;Realiza a ação 'validarUsuarioRedeSocialCrypt' no módulo de sistema.
Sistema;/usuario/{ctx}/find;findUsuario;UsuarioJSONControle;Realiza a ação 'findUsuario' no módulo de sistema.
Sistema;/usuario/{ctx}/find-by-codigoexterno/{codigoExterno};findByCodigoExterno;UsuarioJSONControle;Realiza a ação 'findByCodigoExterno' no módulo de sistema.
Sistema;/usuario/{ctx}/find-by-usuariozw/{usuariozw};findByUsuarioZw;UsuarioJSONControle;Realiza a ação 'findByUsuarioZw' no módulo de sistema.
Sistema;/usuario/{ctx}/historicoPontosAluno;historicoPontosAluno;UsuarioJSONControle;Realiza a ação 'historicoPontosAluno' no módulo de sistema.
Sistema;/usuario/{ctx}/infoUsuario;infoUsuario;UsuarioJSONControle;Realiza a ação 'infoUsuario' no módulo de sistema.
Sistema;/usuario/{ctx}/lembrarSenha;lembrarSenha;UsuarioJSONControle;Realiza a ação 'lembrarSenha' no módulo de sistema.
Sistema;/usuario/{ctx}/lembrarSenhaAppAluno;lembrarSenhaAppAluno;UsuarioJSONControle;Realiza a ação 'lembrarSenhaAppAluno' no módulo de sistema.
Sistema;/usuario/{ctx}/lembrarSenhaColaborador;lembrarSenhaColaborador;UsuarioJSONControle;Realiza a ação 'lembrarSenhaColaborador' no módulo de sistema.
Sistema;/usuario/{ctx}/lembrarSenhaProfessor;lembrarSenhaProfessor;UsuarioJSONControle;Realiza a ação 'lembrarSenhaProfessor' no módulo de sistema.
Sistema;/usuario/{ctx}/login;validarUsuario;UsuarioJSONControle;Realiza a ação 'validarUsuario' no módulo de sistema.
