ENDPOINT;METODO_JAVA;ASSINATURA_COMPLETA
/alunoTurma/{ctx}/treinos-aluno/{codigoProfessor};br.com.pacto.controller.json.aulaDia.AlunoTurmaJSONControle.buscaFrequenciaAlunoPorCarteiraProfessor(java.lang.String,java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.aulaDia.AlunoTurmaJSONControle.buscaFrequenciaAlunoPorCarteiraProfessor(java.lang.String,java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/alunoTurma/{ctx}/v1/disponibilidades;br.com.pacto.controller.json.aulaDia.AlunoTurmaJSONControle.disponibilidadesAgrupadasPorComportamento(java.lang.String,java.lang.Integer,java.lang.String,br.com.pacto.controller.json.agendamento.PeriodoFiltrarEnum,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.aulaDia.AlunoTurmaJSONControle.disponibilidadesAgrupadasPorComportamento(java.lang.String,java.lang.Integer,java.lang.String,br.com.pacto.controller.json.agendamento.PeriodoFiltrarEnum,javax.servlet.http.HttpServletRequest)
/alunoTurma/{ctx}/v2/saldo-aulas-coletivas;br.com.pacto.controller.json.aulaDia.AlunoTurmaJSONControle.consultarSaldoAulasColetivasV2(java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AlunoTurmaJSONControle.consultarSaldoAulasColetivasV2(java.lang.String,java.lang.Integer)
/atividades/v2/{chave}/{codigoFicha};br.com.pacto.controller.json.atividade.AtividadeJSONControle.substituirExercicio(java.lang.String,java.lang.Long,java.lang.Long,java.lang.Long,java.lang.String);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.atividade.AtividadeJSONControle.substituirExercicio(java.lang.String,java.lang.Long,java.lang.Long,java.lang.Long,java.lang.String)
/atividades/{ctx}/app/consultarTodasAtividades;br.com.pacto.controller.json.atividade.AtividadeJSONControle.consultarTodasAtividadesApp(java.lang.String,java.lang.Boolean);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.consultarTodasAtividadesApp(java.lang.String,java.lang.Boolean)
/atividades/{ctx}/app/reloadCache;br.com.pacto.controller.json.atividade.AtividadeJSONControle.refreshCache(javax.servlet.http.HttpServletRequest,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.refreshCache(javax.servlet.http.HttpServletRequest,java.lang.String)
/atividades/{ctx}/importar-atividades-by-csv;java.lang.String>);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.importarAtividadesByCsv(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
/atividades/{ctx}/importar-atividades-by-dto;br.com.pacto.controller.json.atividade.AtividadeJSONControle.importarAtividadesByCsvV2(java.lang.String,java.util.List<br.com.pacto.base.jpa.dto.TreinoAtividadeDTO>);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.importarAtividadesByCsvV2(java.lang.String,java.util.List<br.com.pacto.base.jpa.dto.TreinoAtividadeDTO>)
/atividades/{ctx}/importar-atividades-ficha-series-by-dto;br.com.pacto.controller.json.atividade.AtividadeJSONControle.importarAtividadeFichaSerieJson(java.lang.String,java.util.List<br.com.pacto.controller.json.programa.AtividadeFichaJSON>);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.importarAtividadeFichaSerieJson(java.lang.String,java.util.List<br.com.pacto.controller.json.programa.AtividadeFichaJSON>)
/atividades/{ctx}/inserir;br.com.pacto.controller.json.atividade.AtividadeJSONControle.inserir(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.inserir(java.lang.String)
/atividades/{ctx}/metodosExecucao;br.com.pacto.controller.json.atividade.AtividadeJSONControle.metodosExecucao(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.metodosExecucao(java.lang.String)
/atividades/{ctx}/sync;br.com.pacto.controller.json.atividade.AtividadeJSONControle.sync(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.sync(java.lang.String,java.lang.String)
/atividades/{ctx}/syncIA/{ctxIA};br.com.pacto.controller.json.atividade.AtividadeJSONControle.syncIA(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.syncIA(java.lang.String,java.lang.String)
/atividades/{ctx}/todas;br.com.pacto.controller.json.atividade.AtividadeJSONControle.todas(java.lang.String,java.lang.Boolean);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.todas(java.lang.String,java.lang.Boolean)
/atividades/{ctx}/todas-full-relacionamentos;br.com.pacto.controller.json.atividade.AtividadeJSONControle.todasFullRelacionamentos(java.lang.String,java.lang.Boolean,java.lang.Boolean);public org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.todasFullRelacionamentos(java.lang.String,java.lang.Boolean,java.lang.Boolean)
/atividades/{ctx}/{id};br.com.pacto.controller.json.atividade.AtividadeJSONControle.atualizaAtividadeFicha(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer);org.springframework.ui.ModelMap br.com.pacto.controller.json.atividade.AtividadeJSONControle.atualizaAtividadeFicha(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer)
/aula/{contexto}/alunosAulaNaoColetiva;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAlunosAulaNaoColetiva(java.lang.String,java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAlunosAulaNaoColetiva(java.lang.String,java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest)
/aula/{contexto}/confirmarAlunoAula;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.confirmarAlunoAula(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.confirmarAlunoAula(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String)
/aula/{contexto}/confirmarAlunoAulaColetiva;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.confirmarAlunoAulaColetiva(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.confirmarAlunoAulaColetiva(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.Integer)
/aula/{contexto}/consultarAlunosDeUmaAula;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAlunosDeUmaAula(java.lang.String,java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAlunosDeUmaAula(java.lang.String,java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest)
/aula/{contexto}/consultarAulasTurmaProfessorDia;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulasTurmaProfessorDia(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulasTurmaProfessorDia(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
/aula/{ctx}/alunosAula;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.alunosAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.alunosAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String)
/aula/{ctx}/aulasDesmarcadas;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.aulasDesmarcadas(java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.aulasDesmarcadas(java.lang.String,java.lang.Integer)
/aula/{ctx}/confirmarAlunoEmAula;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.confirmarAlunoEmAula(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.confirmarAlunoEmAula(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String)
/aula/{ctx}/consultarAlunosDeUmaTurma;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAlunosDeUmaAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.Boolean);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAlunosDeUmaAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.Boolean)
/aula/{ctx}/consultarAulas;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulas(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulas(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean)
/aula/{ctx}/consultarAulasDoAluno;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulasDoAluno(java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulasDoAluno(java.lang.String,java.lang.String,java.lang.String)
/aula/{ctx}/consultarAulasDoAlunoAPartirDe;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulasDoAlunoAPartirDe(java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulasDoAlunoAPartirDe(java.lang.String,java.lang.String,java.lang.String)
/aula/{ctx}/consultarAulasDoProfessor;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulas(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulas(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String)
/aula/{ctx}/consultarAulasProfessorDia;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulasProfessorDia(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarAulasProfessorDia(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String)
/aula/{ctx}/consultarCodAcessoAluno;br.com.pacto.service.exception.ServiceException;public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarCodAcessoAluno(java.lang.String,java.lang.String) throws br.com.pacto.service.exception.ServiceException
/aula/{ctx}/consultarFila;br.com.pacto.service.exception.ServiceException;public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarFila(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer) throws br.com.pacto.service.exception.ServiceException
/aula/{ctx}/consultarMatriculas;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarMatriculas(java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarMatriculas(java.lang.String,java.lang.String,java.lang.String)
/aula/{ctx}/consultarPontosAluno;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarPontosAluno(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.consultarPontosAluno(java.lang.String,java.lang.String)
/aula/{ctx}/desmarcarAlunoAula;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.desmarcarAlunoAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Boolean);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.desmarcarAlunoAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Boolean)
/aula/{ctx}/desmarcarAula;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.desmarcarAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.desmarcarAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String)
/aula/{ctx}/enviarRelatorio;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.enviarRelatorio(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.enviarRelatorio(java.lang.String,java.lang.String)
/aula/{ctx}/inserirNaFila;br.com.pacto.service.exception.ServiceException;public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.inserirNaFila(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer) throws br.com.pacto.service.exception.ServiceException
/aula/{ctx}/marcarPresenca;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.marcarPresenca(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.marcarPresenca(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer)
/aula/{ctx}/marcarPresencaOrigem;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.marcarPresenca(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.marcarPresenca(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
/aula/{ctx}/mensagemAoEntrarNaAula;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.mensagemAoEntrarNaAula(java.lang.String,java.lang.String);public void br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.mensagemAoEntrarNaAula(java.lang.String,java.lang.String)
/aula/{ctx}/relatorio;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.relatorio(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.relatorio(java.lang.String,java.lang.String)
/aula/{ctx}/removerDaFila;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.renoverDaFila(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.renoverDaFila(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer)
/aula/{ctx}/reporAula;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.reporAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.reporAula(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String)
/aula/{ctx}/simularocupacao;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.simularocupacao(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.simularocupacao(java.lang.String,java.lang.String)
/aula/{ctx}/uy3EsurzFyvFRXlyiKPQqmtTcd9znch4;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.alunosAulaCrypt(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.alunosAulaCrypt(java.lang.String,java.lang.String)
/aula/{ctx}/v2/removerDaFila;br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.removerDaFilaV2(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.aulaDia.AulaDiaJSONControle.removerDaFilaV2(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.String)
/avaliacao/{ctx}/altura;br.com.pacto.controller.json.avaliacao.AvaliacaoJSONControle.altura(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.avaliacao.AvaliacaoJSONControle.altura(java.lang.String,java.lang.String)
